Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 92701,53565,,,17278,1631,442,21282,92701
ZCTA5 92703,70595,,,21982,1855,546,21274,92703
ZCTA5 92704,90340,,,33017,2027,1148,24238,92704
ZCTA5 92705,46470,,,18240,339,1540,37601,92705
ZCTA5 92706,35083,,,12351,869,645,25477,92706
ZCTA5 92707,61026,,,23996,1122,599,25174,92707
ZCTA5 92708,57416,,,22188,234,1206,34789,92708
ZCTA5 92780,61660,,,24137,582,1202,31276,92780
ZCTA5 92782,22704,,,10388,30,706,57077,92782
ZCTA5 92801,67053,,,23547,1052,838,25382,92801
ZCTA5 92802,42248,,,15278,712,538,26103,92802
ZCTA5 92804,88749,,,32123,910,1235,25754,92804
ZCTA5 92805,74413,,,26053,1636,902,25071,92805
ZCTA5 92806,39719,,,15848,1025,547,30418,92806
ZCTA5 92807,35777,,,15922,49,1016,43796,92807
ZCTA5 92808,20667,,,9307,0,856,64079,92808
ZCTA5 92821,37529,,,15164,99,1291,42199,92821
ZCTA5 92823,4721,,,1993,0,109,57731,92823
ZCTA5 92831,37353,,,14968,230,586,31221,92831
ZCTA5 92832,25134,,,8747,340,370,26527,92832
ZCTA5 92833,52922,,,19639,317,827,30902,92833
ZCTA5 92835,23867,,,9605,42,440,45663,92835
ZCTA5 92840,55186,,,21970,543,862,25256,92840
ZCTA5 92841,34061,,,12196,360,602,22969,92841
ZCTA5 92843,46036,,,17335,776,305,22954,92843
ZCTA5 92844,23878,,,8874,93,279,22104,92844
ZCTA5 92845,16600,,,6555,0,390,43811,92845
ZCTA5 92860,26591,,,8355,9,943,36233,92860
ZCTA5 92861,5872,,,1784,15,306,51138,92861
ZCTA5 92865,20741,,,8517,138,411,38054,92865
ZCTA5 92866,15017,,,6342,44,411,33621,92866
ZCTA5 92867,44628,,,16274,240,1209,34934,92867
ZCTA5 92868,27693,,,9971,142,354,29891,92868
ZCTA5 92869,36913,,,15297,159,934,40304,92869
ZCTA5 92870,53582,,,21834,195,1326,37109,92870
ZCTA5 92879,46920,,,16749,188,1006,30179,92879
ZCTA5 92880,69720,,,24111,185,1648,35834,92880
ZCTA5 92881,33996,,,12196,135,1033,36793,92881
ZCTA5 92882,71581,,,26803,174,1915,31670,92882
ZCTA5 92883,35072,,,11947,55,1121,40164,92883
ZCTA5 92886,50545,,,19764,79,2427,52360,92886
ZCTA5 92887,20194,,,8224,45,795,56101,92887
ZCTA5 93001,33185,,,12613,426,912,30805,93001
ZCTA5 93003,52272,,,18907,260,1511,35946,93003
ZCTA5 93004,30502,,,11553,213,809,39868,93004
ZCTA5 93010,45092,,,17683,228,1177,38346,93010
ZCTA5 93012,36225,,,13481,134,1315,42271,93012
ZCTA5 93013,16644,,,5332,180,782,35246,93013
ZCTA5 93015,17817,,,5789,55,354,24674,93015
ZCTA5 93021,38063,,,16112,40,1170,40862,93021
ZCTA5 93022,7232,,,2390,91,332,31296,93022
ZCTA5 93023,20231,,,6836,193,1328,32364,93023
ZCTA5 93030,59755,,,21185,351,605,24733,93030
ZCTA5 93033,83782,,,27321,293,820,21615,93033
ZCTA5 93035,29404,,,12369,83,916,36674,93035
ZCTA5 93036,47442,,,17447,247,762,27050,93036
ZCTA5 93040,2007,,,598,10,14,21076,93040
ZCTA5 93041,24506,,,9323,166,207,28873,93041
ZCTA5 93043,184,,,23,13,0,15583,93043
ZCTA5 93060,34181,,,10879,110,465,25250,93060
ZCTA5 93063,56651,,,22460,182,1539,35367,93063
ZCTA5 93065,72061,,,29757,171,2423,41113,93065
ZCTA5 93066,3112,,,1260,0,98,36027,93066
ZCTA5 93067,454,,,145,0,123,25688,93067
ZCTA5 93101,31624,,,10630,1083,1030,29400,93101
ZCTA5 93103,20353,,,7413,375,1010,37779,93103
ZCTA5 93105,27515,,,9617,443,1236,43531,93105
ZCTA5 93108,10896,,,2459,21,720,65648,93108
ZCTA5 93109,11573,,,4224,95,596,39853,93109
ZCTA5 93110,16660,,,5867,169,936,40099,93110
ZCTA5 93111,17263,,,6842,225,500,43237,93111
ZCTA5 93117,58431,,,15671,1054,1349,32333,93117
ZCTA5 93201,1431,,,324,0,27,16603,93201
ZCTA5 93202,3777,,,829,0,106,23877,93202
ZCTA5 93203,22744,,,5355,105,278,18428,93203
ZCTA5 93204,12923,,,1903,0,75,18410,93204
ZCTA5 93205,1384,,,226,0,0,18611,93205
ZCTA5 93206,1970,,,575,0,22,20363,93206
ZCTA5 93207,239,,,42,0,13,13875,93207
ZCTA5 93210,18025,,,4890,27,271,27558,93210
ZCTA5 93212,23424,,,2911,27,163,16140,93212
ZCTA5 93215,55269,,,14557,18,220,16389,93215
ZCTA5 93218,873,,,227,0,16,13750,93218
ZCTA5 93219,10167,,,2045,15,85,14244,93219
ZCTA5 93221,14328,,,4580,25,197,25704,93221
ZCTA5 93222,1481,,,343,0,104,29063,93222
ZCTA5 93223,10742,,,3226,25,63,18624,93223
ZCTA5 93224,453,,,113,0,5,22500,93224
ZCTA5 93225,4816,,,1497,0,46,19603,93225
ZCTA5 93230,66800,,,21963,56,722,28865,93230
ZCTA5 93234,7260,,,1361,49,70,13740,93234
ZCTA5 93235,4198,,,1114,31,45,15774,93235
ZCTA5 93238,1015,,,287,0,44,31845,93238
ZCTA5 93239,1520,,,503,0,43,20976,93239
ZCTA5 93240,6343,,,1313,16,67,20149,93240
ZCTA5 93241,16834,,,4713,24,26,19176,93241
ZCTA5 93242,3541,,,1082,22,53,24237,93242
ZCTA5 93243,1938,,,506,41,40,25755,93243
ZCTA5 93244,395,,,123,0,12,32063,93244
ZCTA5 93245,38606,,,13383,57,1576,31234,93245
ZCTA5 93247,18522,,,4903,0,196,16035,93247
ZCTA5 93249,2088,,,806,0,0,23200,93249
ZCTA5 93250,16088,,,4328,54,122,17006,93250
ZCTA5 93251,229,,,72,0,0,19688,93251
ZCTA5 93252,2738,,,307,0,56,11060,93252
ZCTA5 93254,858,,,201,0,24,27000,93254
ZCTA5 93255,556,,,89,0,49,20658,93255
ZCTA5 93256,5939,,,1072,0,81,14183,93256
ZCTA5 93257,76923,,,20365,195,516,18541,93257
ZCTA5 93258,2075,,,532,0,0,10599,93258
ZCTA5 93260,228,,,44,0,0,23631,93260
ZCTA5 93261,2715,,,466,0,10,11284,93261
ZCTA5 93263,21572,,,5978,0,184,20251,93263
ZCTA5 93265,3271,,,1015,0,88,35425,93265
ZCTA5 93266,1406,,,361,0,44,22138,93266
ZCTA5 93267,6347,,,1602,0,59,13509,93267
ZCTA5 93268,17964,,,4822,52,74,24268,93268
ZCTA5 93270,5542,,,1204,5,100,15706,93270
ZCTA5 93271,2432,,,769,13,181,33343,93271
ZCTA5 93272,4454,,,1236,0,20,21318,93272
ZCTA5 93274,73778,,,23760,149,959,26744,93274
ZCTA5 93276,186,,,41,0,0,18333,93276
ZCTA5 93277,53015,,,17535,272,816,29369,93277
ZCTA5 93280,27698,,,7080,19,124,17741,93280
ZCTA5 93283,2343,,,486,0,50,24679,93283
ZCTA5 93285,2085,,,533,0,47,17352,93285
ZCTA5 93286,9755,,,2868,11,149,20231,93286
ZCTA5 93287,96,,,40,0,18,42750,93287
ZCTA5 93291,57968,,,17848,177,994,25082,93291
ZCTA5 93292,41031,,,13597,191,512,28322,93292
ZCTA5 93301,12028,,,3125,77,313,21128,93301
ZCTA5 93304,49976,,,14420,324,541,19609,93304
ZCTA5 93305,38725,,,8924,255,516,17174,93305
ZCTA5 93306,73401,,,22808,236,995,25402,93306
ZCTA5 93307,84809,,,23225,286,979,20016,93307
ZCTA5 93308,53702,,,15370,286,474,25542,93308
ZCTA5 93309,59378,,,21659,320,832,27749,93309
ZCTA5 93311,45763,,,18038,47,915,45597,93311
ZCTA5 93312,60238,,,23635,86,1134,49459,93312
ZCTA5 93313,52637,,,17919,141,512,26540,93313
ZCTA5 93314,28590,,,10269,21,673,46477,93314
ZCTA5 93401,28423,,,10263,332,1104,37731,93401
ZCTA5 93402,16350,,,5829,18,538,34623,93402
ZCTA5 93405,36550,,,8136,422,740,24213,93405
ZCTA5 93420,30136,,,10151,165,1181,35658,93420
ZCTA5 93422,33806,,,13151,191,986,39631,93422
ZCTA5 93424,776,,,151,0,146,45888,93424
ZCTA5 93426,1604,,,363,73,83,30345,93426
ZCTA5 93427,6071,,,2471,53,265,35737,93427
ZCTA5 93428,5981,,,1811,0,326,35560,93428
ZCTA5 93429,111,,,57,0,0,21806,93429
ZCTA5 93430,2947,,,1055,11,161,41730,93430
ZCTA5 93432,1125,,,288,0,20,44250,93432
ZCTA5 93433,13538,,,4204,65,313,32052,93433
ZCTA5 93434,7350,,,2360,109,96,22871,93434
ZCTA5 93436,56406,,,16206,988,821,27253,93436
ZCTA5 93437,3379,,,1342,7,97,33681,93437
ZCTA5 93440,1648,,,620,0,79,46486,93440
ZCTA5 93441,1013,,,383,0,133,44135,93441
ZCTA5 93442,10976,,,3623,38,296,32750,93442
ZCTA5 93444,20775,,,7293,39,515,33019,93444
ZCTA5 93445,7383,,,2511,0,0,27258,93445
ZCTA5 93446,44753,,,17048,77,1181,32911,93446
ZCTA5 93449,8116,,,2964,137,535,43879,93449
ZCTA5 93450,806,,,173,0,21,27794,93450
ZCTA5 93451,4089,,,1307,2,125,27385,93451
ZCTA5 93452,795,,,299,0,3,22109,93452
ZCTA5 93453,2953,,,710,0,62,20478,93453
ZCTA5 93454,40604,,,12476,343,791,25906,93454
ZCTA5 93455,45116,,,16566,461,1331,35843,93455
ZCTA5 93458,57369,,,15726,621,550,21874,93458
ZCTA5 93460,4929,,,1756,4,238,42057,93460
ZCTA5 93461,1451,,,504,0,35,24516,93461
ZCTA5 93463,8025,,,2767,18,388,36193,93463
ZCTA5 93465,8914,,,3406,45,261,37127,93465
ZCTA5 93501,4861,,,1060,12,118,17908,93501
ZCTA5 93505,13606,,,2635,58,126,25882,93505
ZCTA5 93510,7626,,,2858,0,382,45515,93510
ZCTA5 93512,313,,,170,0,3,28534,93512
ZCTA5 93513,1692,,,506,22,23,30000,93513
ZCTA5 93514,14412,,,4532,48,293,31115,93514
ZCTA5 93516,2335,,,635,0,37,30066,93516
ZCTA5 93517,526,,,199,0,3,37895,93517
ZCTA5 93518,975,,,198,0,25,21500,93518
ZCTA5 93522,56,,,6,0,0,13958,93522
ZCTA5 93523,3700,,,1071,0,57,41382,93523
ZCTA5 93524,168,,,38,0,29,23358,93524
ZCTA5 93526,570,,,134,0,6,34265,93526
ZCTA5 93527,1618,,,544,0,0,25401,93527
ZCTA5 93528,138,,,0,0,0,15909,93528
ZCTA5 93529,508,,,106,0,56,44474,93529
ZCTA5 93531,388,,,129,0,0,35813,93531
ZCTA5 93532,2871,,,882,2,162,34589,93532
ZCTA5 93534,39088,,,11327,219,405,26213,93534
ZCTA5 93535,72948,,,19229,283,1045,27516,93535
ZCTA5 93536,72383,,,22588,203,1036,39036,93536
ZCTA5 93541,226,,,78,0,54,83000,93541
ZCTA5 93543,15135,,,4224,0,466,21996,93543
ZCTA5 93544,1181,,,257,0,18,27750,93544
ZCTA5 93545,1899,,,426,3,22,22083,93545
ZCTA5 93546,9359,,,2624,1478,327,36088,93546
ZCTA5 93549,264,,,140,0,0,22398,93549
ZCTA5 93550,77006,,,20816,504,1486,20973,93550
ZCTA5 93551,51085,,,17878,192,1079,37611,93551
ZCTA5 93552,40266,,,11278,154,741,25508,93552
ZCTA5 93553,1781,,,399,11,15,30795,93553
ZCTA5 93555,33742,,,10919,15,616,36105,93555
ZCTA5 93560,20929,,,6602,44,128,34358,93560
ZCTA5 93561,34839,,,8818,53,773,31349,93561
ZCTA5 93562,1723,,,419,5,25,22464,93562
ZCTA5 93591,6579,,,1579,0,118,18883,93591
ZCTA5 93601,1726,,,440,0,62,22409,93601
ZCTA5 93602,3967,,,1120,0,138,28571,93602
ZCTA5 93604,629,,,120,0,71,41422,93604
ZCTA5 93605,188,,,21,0,15,71500,93605
ZCTA5 93606,949,,,219,0,0,14653,93606
ZCTA5 93608,940,,,262,0,0,20583,93608
ZCTA5 93609,5586,,,1723,2,95,18486,93609
ZCTA5 93610,23607,,,4127,0,101,20980,93610
ZCTA5 93611,48473,,,18457,109,1168,38501,93611
ZCTA5 93612,35450,,,12151,127,473,23453,93612
ZCTA5 93614,11676,,,2905,0,163,29463,93614
ZCTA5 93615,6513,,,1486,0,16,16108,93615
ZCTA5 93616,2664,,,772,0,38,14781,93616
ZCTA5 93618,31230,,,8804,71,367,21129,93618
ZCTA5 93619,37463,,,14536,7,931,55790,93619
ZCTA5 93620,8889,,,2502,0,25,23162,93620
ZCTA5 93621,94,,,29,0,0,37667,93621
ZCTA5 93622,10395,,,2651,0,84,23125,93622
ZCTA5 93623,123,,,4,0,0,48720,93623
ZCTA5 93624,1041,,,130,0,31,17008,93624
ZCTA5 93625,7862,,,2554,0,149,21999,93625
ZCTA5 93626,1983,,,596,0,114,40918,93626
ZCTA5 93630,20195,,,5987,29,384,22901,93630
ZCTA5 93631,16349,,,5861,4,261,29812,93631
ZCTA5 93635,40759,,,11881,113,399,24704,93635
ZCTA5 93636,12690,,,4342,0,152,35311,93636
ZCTA5 93637,39381,,,12906,4,320,26168,93637
ZCTA5 93638,50894,,,11833,214,413,18441,93638
ZCTA5 93640,12727,,,1919,20,65,14647,93640
ZCTA5 93643,2960,,,771,0,115,30905,93643
ZCTA5 93644,8981,,,3193,1,329,30105,93644
ZCTA5 93645,344,,,137,0,15,46157,93645
ZCTA5 93646,10873,,,2572,0,114,14594,93646
ZCTA5 93647,10896,,,2275,0,158,19655,93647
ZCTA5 93648,16194,,,4637,0,117,16508,93648
ZCTA5 93650,3477,,,846,0,136,19225,93650
ZCTA5 93651,1915,,,826,0,124,36902,93651
ZCTA5 93652,426,,,143,0,0,17600,93652
ZCTA5 93653,1383,,,511,0,71,31824,93653
ZCTA5 93654,30935,,,8529,129,424,19900,93654
ZCTA5 93656,6323,,,1814,9,84,23382,93656
ZCTA5 93657,34723,,,10896,20,365,25949,93657
ZCTA5 93660,4228,,,1053,0,12,18248,93660
ZCTA5 93662,30922,,,9568,9,346,22179,93662
ZCTA5 93664,408,,,129,0,85,52604,93664
ZCTA5 93665,875,,,128,0,0,20374,93665
ZCTA5 93666,952,,,242,0,0,18864,93666
ZCTA5 93667,2415,,,666,0,154,41942,93667
ZCTA5 93668,1173,,,342,0,21,22042,93668
ZCTA5 93669,164,,,44,0,0,23618,93669
ZCTA5 93673,740,,,173,0,11,14427,93673
ZCTA5 93675,3759,,,864,0,97,29493,93675
ZCTA5 93701,10274,,,1952,227,135,12688,93701
ZCTA5 93702,44139,,,10476,464,558,14735,93702
ZCTA5 93703,33000,,,9153,330,470,17032,93703
ZCTA5 93704,29294,,,10618,324,585,29021,93704
ZCTA5 93705,37707,,,9944,408,622,20967,93705
ZCTA5 93706,40936,,,8734,221,642,15521,93706
ZCTA5 93710,32625,,,10881,323,560,25309,93710
ZCTA5 93711,38349,,,14500,111,1029,40885,93711
ZCTA5 93720,47270,,,18947,9,1135,45812,93720
ZCTA5 93721,7611,,,1461,12,78,14665,93721
ZCTA5 93722,83179,,,27667,200,1644,26399,93722
ZCTA5 93723,13189,,,4545,0,254,33199,93723
ZCTA5 93725,26980,,,7769,69,558,18827,93725
ZCTA5 93726,43209,,,12220,825,696,19217,93726
ZCTA5 93727,82920,,,27004,212,873,26414,93727
ZCTA5 93728,16382,,,5190,132,232,21157,93728
ZCTA5 93730,11926,,,4834,0,261,54878,93730
ZCTA5 93901,27805,,,9532,44,429,28562,93901
ZCTA5 93905,60408,,,14609,163,413,20889,93905
ZCTA5 93906,65256,,,23150,306,670,26500,93906
ZCTA5 93907,22766,,,7792,44,587,31568,93907
ZCTA5 93908,12093,,,4647,4,459,51686,93908
ZCTA5 93920,1403,,,349,0,41,37097,93920
ZCTA5 93921,3379,,,674,0,246,51315,93921
ZCTA5 93923,12833,,,3478,1,688,48957,93923
ZCTA5 93924,6568,,,2304,2,486,47200,93924
ZCTA5 93925,2155,,,531,0,25,20706,93925
ZCTA5 93926,9262,,,3130,24,53,27525,93926
ZCTA5 93927,18778,,,4976,30,86,23220,93927
ZCTA5 93928,820,,,343,48,27,31492,93928
ZCTA5 93930,17142,,,4225,22,185,20461,93930
ZCTA5 93932,810,,,209,0,9,21667,93932
ZCTA5 93933,25015,,,9046,259,427,31682,93933
ZCTA5 93940,32411,,,10869,1132,1222,41489,93940
ZCTA5 93950,15595,,,5329,39,766,42107,93950
ZCTA5 93953,4117,,,1085,0,82,49125,93953
ZCTA5 93954,472,,,118,0,3,25170,93954
ZCTA5 93955,34395,,,11745,599,567,26742,93955
ZCTA5 93960,26610,,,5038,47,113,21283,93960
ZCTA5 93962,385,,,171,0,0,36581,93962
ZCTA5 94002,27202,,,9914,116,608,68057,94002
ZCTA5 94005,4692,,,1614,78,203,55756,94005
ZCTA5 94010,42730,,,14074,464,1599,69024,94010
ZCTA5 94014,49515,,,15791,3528,490,32123,94014
ZCTA5 94015,64887,,,22398,2180,908,36054,94015
ZCTA5 94019,20314,,,8147,4,795,46358,94019
ZCTA5 94020,1334,,,589,0,58,42000,94020
ZCTA5 94021,436,,,131,0,0,47941,94021
ZCTA5 94022,19378,,,5912,29,1061,101667,94022
ZCTA5 94024,23961,,,8269,157,984,85874,94024
ZCTA5 94025,42788,,,13826,438,2025,65950,94025
ZCTA5 94027,7444,,,2007,19,379,101659,94027
ZCTA5 94028,6868,,,1958,0,636,96971,94028
ZCTA5 94030,22710,,,7270,239,565,52890,94030
ZCTA5 94037,2692,,,1039,62,125,46267,94037
ZCTA5 94038,3687,,,1041,0,178,46738,94038
ZCTA5 94040,35845,,,14110,760,876,67228,94040
ZCTA5 94041,14394,,,5822,345,490,64029,94041
ZCTA5 94043,31488,,,12899,463,885,68693,94043
ZCTA5 94044,39065,,,15305,347,869,48515,94044
ZCTA5 94060,1081,,,236,0,114,30000,94060
ZCTA5 94061,39624,,,15467,446,1123,46103,94061
ZCTA5 94062,27757,,,10738,155,1483,68952,94062
ZCTA5 94063,34503,,,12398,449,448,27041,94063
ZCTA5 94065,12579,,,5043,124,531,101327,94065
ZCTA5 94066,43124,,,16372,723,618,42425,94066
ZCTA5 94070,31049,,,12420,319,1208,80173,94070
ZCTA5 94074,197,,,91,0,12,60455,94074
ZCTA5 94080,67597,,,23682,1618,1024,37913,94080
ZCTA5 94085,23612,,,10080,647,445,46061,94085
ZCTA5 94086,49630,,,19042,1154,1345,65848,94086
ZCTA5 94087,57219,,,20942,534,1471,71418,94087
ZCTA5 94089,22313,,,9717,306,417,46506,94089
ZCTA5 94102,31067,,,2885,5306,792,27175,94102
ZCTA5 94103,28735,,,2715,3658,1343,34921,94103
ZCTA5 94104,546,,,29,69,9,24881,94104
ZCTA5 94105,9155,,,1156,441,493,138439,94105
ZCTA5 94107,29689,,,4902,2321,1717,84029,94107
ZCTA5 94108,14550,,,913,1640,427,32429,94108
ZCTA5 94109,56677,,,5904,10149,2443,58086,94109
ZCTA5 94110,74161,,,12702,8994,3325,50921,94110
ZCTA5 94111,3620,,,435,246,198,72393,94111
ZCTA5 94112,85166,,,21332,8907,1681,30474,94112
ZCTA5 94114,34754,,,6576,2826,2542,84530,94114
ZCTA5 94115,35004,,,5866,6924,1494,64037,94115
ZCTA5 94116,47823,,,10682,3338,1345,44794,94116
ZCTA5 94117,44239,,,6773,7907,2499,74316,94117
ZCTA5 94118,41468,,,9385,7667,1803,54709,94118
ZCTA5 94121,43795,,,9461,7664,1873,47264,94121
ZCTA5 94122,62131,,,14632,6031,2114,50698,94122
ZCTA5 94123,25941,,,6130,5977,1410,94219,94123
ZCTA5 94124,35363,,,8070,3826,487,26417,94124
ZCTA5 94127,21423,,,5424,1102,781,68680,94127
ZCTA5 94129,3994,,,757,745,344,70357,94129
ZCTA5 94130,3064,,,474,607,71,25167,94130
ZCTA5 94131,29902,,,7546,2120,1460,75283,94131
ZCTA5 94132,31488,,,7172,2848,677,36427,94132
ZCTA5 94133,26527,,,2860,2999,727,34148,94133
ZCTA5 94134,42471,,,10388,5353,807,29060,94134
ZCTA5 94158,7291,,,984,463,222,79520,94158
ZCTA5 94301,17191,,,4707,162,944,75996,94301
ZCTA5 94303,48039,,,16313,578,1148,35412,94303
ZCTA5 94304,3902,,,813,101,88,86856,94304
ZCTA5 94305,15730,,,1417,105,531,31937,94305
ZCTA5 94306,27549,,,8823,208,995,74800,94306
ZCTA5 94401,35414,,,12294,807,811,36220,94401
ZCTA5 94402,25764,,,9456,202,1025,66553,94402
ZCTA5 94403,44300,,,16877,542,1282,55476,94403
ZCTA5 94404,36905,,,13534,297,1026,74401,94404
ZCTA5 94501,63843,,,19441,3086,2409,44472,94501
ZCTA5 94502,14619,,,4838,348,534,62530,94502
ZCTA5 94503,20306,,,7432,92,279,35864,94503
ZCTA5 94505,16251,,,5794,66,812,53571,94505
ZCTA5 94506,25258,,,8142,80,1567,81250,94506
ZCTA5 94507,15646,,,4300,75,1078,75354,94507
ZCTA5 94508,4298,,,1522,0,269,25778,94508
ZCTA5 94509,66933,,,19008,314,1090,28653,94509
ZCTA5 94510,28262,,,10472,158,894,50902,94510
ZCTA5 94511,2010,,,648,0,11,25455,94511
ZCTA5 94513,62991,,,20664,88,1690,38556,94513
ZCTA5 94514,1461,,,394,17,15,31559,94514
ZCTA5 94515,7436,,,2451,24,292,41335,94515
ZCTA5 94516,148,,,45,2,10,31042,94516
ZCTA5 94517,13476,,,4492,40,644,55382,94517
ZCTA5 94518,28428,,,10103,152,872,41135,94518
ZCTA5 94519,20121,,,6857,75,408,40963,94519
ZCTA5 94520,38568,,,11717,405,608,29440,94520
ZCTA5 94521,43103,,,15700,189,1222,42725,94521
ZCTA5 94523,35096,,,12569,126,1124,56146,94523
ZCTA5 94525,3094,,,1084,114,115,43603,94525
ZCTA5 94526,32539,,,11323,178,1666,71546,94526
ZCTA5 94528,307,,,51,0,0,37832,94528
ZCTA5 94530,25754,,,6645,560,1370,45457,94530
ZCTA5 94531,43788,,,13835,165,1072,33756,94531
ZCTA5 94533,75635,,,25415,547,978,31623,94533
ZCTA5 94534,38444,,,15489,237,1261,49627,94534
ZCTA5 94535,3857,,,1280,0,74,35995,94535
ZCTA5 94536,73855,,,19228,939,1688,49154,94536
ZCTA5 94538,68111,,,17972,646,1679,43625,94538
ZCTA5 94539,52802,,,16790,405,1289,72828,94539
ZCTA5 94541,66056,,,21344,681,1218,35155,94541
ZCTA5 94542,14217,,,4504,226,353,42565,94542
ZCTA5 94544,79235,,,23926,597,879,32247,94544
ZCTA5 94545,32525,,,10703,195,646,32608,94545
ZCTA5 94546,44272,,,15170,373,1528,42172,94546
ZCTA5 94547,25343,,,8988,591,589,46594,94547
ZCTA5 94548,501,,,138,0,44,66667,94548
ZCTA5 94549,29639,,,8546,49,1662,65734,94549
ZCTA5 94550,50500,,,20029,296,1766,53153,94550
ZCTA5 94551,45753,,,18117,420,1216,48333,94551
ZCTA5 94552,15412,,,5656,76,509,61339,94552
ZCTA5 94553,49699,,,19567,156,1439,46116,94553
ZCTA5 94555,38388,,,9955,576,724,61706,94555
ZCTA5 94556,16368,,,4356,39,753,64221,94556
ZCTA5 94558,69142,,,26848,356,1849,36747,94558
ZCTA5 94559,27523,,,10352,215,809,36481,94559
ZCTA5 94560,46276,,,11995,311,672,41070,94560
ZCTA5 94561,41911,,,14558,74,866,38747,94561
ZCTA5 94563,19341,,,4978,78,1062,79482,94563
ZCTA5 94564,19200,,,6824,224,439,41392,94564
ZCTA5 94565,96081,,,28982,726,1299,28719,94565
ZCTA5 94566,45910,,,16583,324,1796,65962,94566
ZCTA5 94567,696,,,215,0,26,30912,94567
ZCTA5 94568,54420,,,19087,623,1721,71273,94568
ZCTA5 94569,205,,,145,0,0,97375,94569
ZCTA5 94571,9784,,,2504,0,353,36457,94571
ZCTA5 94572,10411,,,3490,225,98,35481,94572
ZCTA5 94573,31,,,0,0,0,72750,94573
ZCTA5 94574,8677,,,3061,43,336,41584,94574
ZCTA5 94575,1170,,,177,4,65,2887,94575
ZCTA5 94577,48088,,,15764,590,1010,36310,94577
ZCTA5 94578,41059,,,13659,502,818,32481,94578
ZCTA5 94579,22040,,,7767,162,373,32310,94579
ZCTA5 94580,29942,,,10707,322,333,37980,94580
ZCTA5 94582,42059,,,14062,261,1789,84496,94582
ZCTA5 94583,35102,,,13458,265,1385,68758,94583
ZCTA5 94585,29599,,,10870,408,432,34553,94585
ZCTA5 94586,899,,,266,2,75,54100,94586
ZCTA5 94587,74601,,,16920,748,1471,40855,94587
ZCTA5 94588,36316,,,12445,306,1151,70160,94588
ZCTA5 94589,30668,,,9320,247,222,28457,94589
ZCTA5 94590,37377,,,11791,418,632,26355,94590
ZCTA5 94591,55334,,,19232,334,1051,36367,94591
ZCTA5 94592,1087,,,255,19,61,31759,94592
ZCTA5 94595,17938,,,4159,19,642,46226,94595
ZCTA5 94596,20822,,,6711,227,1035,52623,94596
ZCTA5 94597,22734,,,7637,109,915,61929,94597
ZCTA5 94598,27780,,,7550,271,1181,56726,94598
ZCTA5 94599,3078,,,802,31,107,31557,94599
ZCTA5 94601,52299,,,12956,1853,846,21694,94601
ZCTA5 94602,29933,,,8526,1592,1301,43222,94602
ZCTA5 94603,34593,,,9273,881,631,24307,94603
ZCTA5 94605,43112,,,12877,1499,1166,32366,94605
ZCTA5 94606,38303,,,9947,1731,921,25712,94606
ZCTA5 94607,26254,,,5055,977,897,27076,94607
ZCTA5 94608,30289,,,7773,1962,1384,42472,94608
ZCTA5 94609,22811,,,4956,1024,1304,40962,94609
ZCTA5 94610,31496,,,9438,1948,1754,58624,94610
ZCTA5 94611,39384,,,10619,1485,2203,64769,94611
ZCTA5 94612,16062,,,2655,633,486,29096,94612
ZCTA5 94613,861,,,42,16,25,3709,94613
ZCTA5 94618,17041,,,4378,568,1108,76324,94618
ZCTA5 94619,24308,,,7990,631,861,45382,94619
ZCTA5 94621,35287,,,8187,1249,316,21748,94621
ZCTA5 94702,17092,,,3541,550,771,47083,94702
ZCTA5 94703,21937,,,3816,636,1096,45776,94703
ZCTA5 94704,29190,,,2436,850,1077,20505,94704
ZCTA5 94705,13365,,,2668,283,891,54089,94705
ZCTA5 94706,21040,,,4396,1116,845,52961,94706
ZCTA5 94707,11916,,,2817,384,964,72987,94707
ZCTA5 94708,11455,,,2693,221,905,82034,94708
ZCTA5 94709,11740,,,1485,423,465,41237,94709
ZCTA5 94710,7461,,,1796,379,412,40912,94710
ZCTA5 94720,2971,,,33,27,106,4861,94720
ZCTA5 94801,29958,,,7112,373,570,26164,94801
ZCTA5 94803,26165,,,8769,425,782,38412,94803
ZCTA5 94804,41510,,,11401,624,891,28588,94804
ZCTA5 94805,14208,,,5184,305,575,37291,94805
ZCTA5 94806,64410,,,18583,1430,1131,28145,94806
ZCTA5 94901,42482,,,13337,1790,2071,37251,94901
ZCTA5 94903,30048,,,10093,386,1931,49397,94903
ZCTA5 94904,12590,,,3921,236,866,63595,94904
ZCTA5 94920,12797,,,3364,110,905,77934,94920
ZCTA5 94922,603,,,248,0,88,26136,94922
ZCTA5 94923,846,,,334,0,172,85494,94923
ZCTA5 94924,1134,,,406,7,94,35044,94924
ZCTA5 94925,9866,,,2809,447,545,79224,94925
ZCTA5 94928,44103,,,17840,299,688,33743,94928
ZCTA5 94929,219,,,63,0,25,73750,94929
ZCTA5 94930,8678,,,3306,195,641,49923,94930
ZCTA5 94931,8601,,,3562,88,232,35166,94931
ZCTA5 94933,671,,,402,0,44,32458,94933
ZCTA5 94937,816,,,312,0,84,33164,94937
ZCTA5 94938,790,,,174,0,41,48636,94938
ZCTA5 94939,7108,,,2366,196,530,61759,94939
