Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 02724,17686,,,5653,96,84,22045,2724
ZCTA5 02725,2421,,,1020,21,0,27704,2725
ZCTA5 02726,15786,,,7127,0,194,36303,2726
ZCTA5 02738,5100,,,1637,8,244,33378,2738
ZCTA5 02739,6294,,,2992,0,192,48336,2739
ZCTA5 02740,43604,,,14338,474,500,24249,2740
ZCTA5 02743,10483,,,4873,0,195,33407,2743
ZCTA5 02744,11036,,,3105,181,77,23736,2744
ZCTA5 02745,24622,,,10036,149,306,32328,2745
ZCTA5 02746,15552,,,3802,188,149,21312,2746
ZCTA5 02747,23512,,,8331,135,752,26636,2747
ZCTA5 02748,11313,,,4338,0,384,34307,2748
ZCTA5 02760,27345,,,12235,114,626,40604,2760
ZCTA5 02762,9088,,,4243,0,232,39920,2762
ZCTA5 02763,1771,,,866,0,30,58309,2763
ZCTA5 02764,4238,,,2198,0,217,38125,2764
ZCTA5 02766,19634,,,8967,21,611,40672,2766
ZCTA5 02767,14326,,,6746,65,307,41129,2767
ZCTA5 02769,12082,,,6152,10,226,42130,2769
ZCTA5 02770,5245,,,2173,0,105,47344,2770
ZCTA5 02771,15210,,,6567,28,413,45854,2771
ZCTA5 02777,16276,,,7731,49,153,36263,2777
ZCTA5 02779,6679,,,3266,0,172,41740,2779
ZCTA5 02780,50264,,,20584,298,463,32211,2780
ZCTA5 02790,15694,,,7011,0,425,34069,2790
ZCTA5 02791,331,,,37,8,0,50913,2791
ZCTA5 02802,671,,,265,0,0,31534,2802
ZCTA5 02804,2004,,,968,0,62,42104,2804
ZCTA5 02806,16192,,,6795,131,599,53744,2806
ZCTA5 02807,827,,,294,7,63,36813,2807
ZCTA5 02808,2565,,,1140,0,32,36394,2808
ZCTA5 02809,22258,,,8297,132,585,30604,2809
ZCTA5 02812,1208,,,561,0,21,48061,2812
ZCTA5 02813,7780,,,3579,21,97,37514,2813
ZCTA5 02814,7673,,,3743,43,97,41468,2814
ZCTA5 02816,32825,,,14430,47,444,34251,2816
ZCTA5 02817,6033,,,2755,11,222,45632,2817
ZCTA5 02818,18190,,,7703,74,498,50125,2818
ZCTA5 02822,6581,,,3029,12,398,36116,2822
ZCTA5 02825,5500,,,2675,0,175,34463,2825
ZCTA5 02826,501,,,275,0,0,30952,2826
ZCTA5 02827,2060,,,1136,0,12,37241,2827
ZCTA5 02828,7863,,,3334,1,89,39502,2828
ZCTA5 02830,5935,,,2597,29,154,37671,2830
ZCTA5 02831,3501,,,1535,0,62,49909,2831
ZCTA5 02832,4320,,,2044,0,34,37877,2832
ZCTA5 02833,1144,,,569,0,0,26821,2833
ZCTA5 02835,5496,,,1817,44,218,54602,2835
ZCTA5 02836,187,,,177,0,0,42536,2836
ZCTA5 02837,3505,,,1375,8,257,38173,2837
ZCTA5 02838,3519,,,1476,0,13,30551,2838
ZCTA5 02839,2062,,,761,0,0,29968,2839
ZCTA5 02840,23211,,,8397,236,886,34142,2840
ZCTA5 02841,1632,,,309,0,650,65625,2841
ZCTA5 02842,15997,,,6596,56,281,34282,2842
ZCTA5 02852,22031,,,9624,74,570,40608,2852
ZCTA5 02857,8733,,,4657,1,211,41228,2857
ZCTA5 02858,728,,,504,0,0,27904,2858
ZCTA5 02859,7227,,,3232,7,121,34583,2859
ZCTA5 02860,47127,,,17205,612,281,25155,2860
ZCTA5 02861,25044,,,11309,256,283,30244,2861
ZCTA5 02863,19346,,,5140,390,78,18489,2863
ZCTA5 02864,34624,,,15682,135,542,40611,2864
ZCTA5 02865,17448,,,7356,96,176,39621,2865
ZCTA5 02871,17140,,,7372,156,317,44023,2871
ZCTA5 02872,278,,,131,0,15,26719,2872
ZCTA5 02873,190,,,148,0,0,76200,2873
ZCTA5 02874,5960,,,2504,14,201,50466,2874
ZCTA5 02875,546,,,336,0,0,75283,2875
ZCTA5 02878,15816,,,6938,0,235,39528,2878
ZCTA5 02879,20524,,,8139,93,737,34644,2879
ZCTA5 02881,7836,,,1668,25,155,6532,2881
ZCTA5 02882,13951,,,5419,28,371,41462,2882
ZCTA5 02885,10464,,,4577,114,147,33937,2885
ZCTA5 02886,29007,,,12412,129,493,36730,2886
ZCTA5 02888,19167,,,9241,87,94,39951,2888
ZCTA5 02889,27333,,,12061,90,430,35910,2889
ZCTA5 02891,21085,,,8813,48,330,32833,2891
ZCTA5 02892,5186,,,2327,0,119,43502,2892
ZCTA5 02893,29153,,,12566,264,362,32446,2893
ZCTA5 02894,674,,,482,0,0,25685,2894
ZCTA5 02895,41539,,,13760,166,477,25288,2895
ZCTA5 02896,12058,,,5380,1,463,38040,2896
ZCTA5 02898,1643,,,897,0,36,33816,2898
ZCTA5 02903,10542,,,2176,246,546,16838,2903
ZCTA5 02904,30522,,,11006,289,453,29147,2904
ZCTA5 02905,25488,,,7845,723,522,21990,2905
ZCTA5 02906,28196,,,8012,670,1144,42024,2906
ZCTA5 02907,30781,,,7736,880,670,19162,2907
ZCTA5 02908,37549,,,11156,666,821,25618,2908
ZCTA5 02909,40572,,,12218,737,652,22065,2909
ZCTA5 02910,22143,,,9729,303,273,33022,2910
ZCTA5 02911,15864,,,6676,203,258,34002,2911
ZCTA5 02912,1360,,,124,7,66,3344,2912
ZCTA5 02914,21605,,,8362,353,249,28557,2914
ZCTA5 02915,16646,,,7466,73,125,32463,2915
ZCTA5 02916,9075,,,4048,7,188,41216,2916
ZCTA5 02917,13803,,,5067,6,214,32485,2917
ZCTA5 02919,29254,,,13142,87,371,37285,2919
ZCTA5 02920,37199,,,14127,455,412,31018,2920
ZCTA5 02921,12415,,,5468,45,273,42888,2921
ZCTA5 03031,11393,,,4733,24,713,53469,3031
ZCTA5 03032,5385,,,2678,0,143,42345,3032
ZCTA5 03033,5298,,,2332,0,287,58056,3033
ZCTA5 03034,4033,,,1808,8,170,40778,3034
ZCTA5 03036,5039,,,2325,12,405,55634,3036
ZCTA5 03037,4355,,,2116,0,186,41738,3037
ZCTA5 03038,33826,,,15916,179,922,35497,3038
ZCTA5 03042,6919,,,3019,19,145,38298,3042
ZCTA5 03043,1673,,,735,0,164,44625,3043
ZCTA5 03044,4649,,,2291,0,167,42102,3044
ZCTA5 03045,13678,,,5968,56,611,41766,3045
ZCTA5 03046,2811,,,1407,0,65,43095,3046
ZCTA5 03047,1765,,,721,0,84,34833,3047
ZCTA5 03048,3504,,,1617,3,123,32431,3048
ZCTA5 03049,7880,,,3118,0,475,53845,3049
ZCTA5 03051,25328,,,12288,46,537,40102,3051
ZCTA5 03052,8395,,,3866,28,262,42823,3052
ZCTA5 03053,25270,,,11770,116,907,42666,3053
ZCTA5 03054,25815,,,12622,54,1200,46752,3054
ZCTA5 03055,15486,,,6827,0,549,37170,3055
ZCTA5 03057,2533,,,1114,16,130,41431,3057
ZCTA5 03060,29586,,,11489,374,597,30042,3060
ZCTA5 03062,27938,,,12831,143,931,42796,3062
ZCTA5 03063,16781,,,7680,80,673,39875,3063
ZCTA5 03064,14301,,,5994,173,449,32587,3064
ZCTA5 03070,5621,,,2791,0,185,44650,3070
ZCTA5 03071,5316,,,2370,0,117,39102,3071
ZCTA5 03076,13596,,,6575,12,406,41101,3076
ZCTA5 03077,10389,,,5055,21,251,38987,3077
ZCTA5 03079,29133,,,13989,104,782,38709,3079
ZCTA5 03082,1670,,,687,0,126,46042,3082
ZCTA5 03084,1307,,,544,0,101,33833,3084
ZCTA5 03086,3788,,,1848,0,137,42146,3086
ZCTA5 03087,14508,,,5921,46,915,57637,3087
ZCTA5 03101,2701,,,857,17,77,19797,3101
ZCTA5 03102,32564,,,13793,99,503,30172,3102
ZCTA5 03103,37641,,,13945,115,503,30268,3103
ZCTA5 03104,32603,,,14155,177,868,35154,3104
ZCTA5 03106,14203,,,6816,57,524,36453,3106
ZCTA5 03109,10550,,,5153,10,495,38838,3109
ZCTA5 03110,22388,,,9574,101,1115,51707,3110
ZCTA5 03215,183,,,63,0,8,53750,3215
ZCTA5 03216,2548,,,1062,0,180,39235,3216
ZCTA5 03217,2142,,,896,0,40,25335,3217
ZCTA5 03218,872,,,383,0,73,30270,3218
ZCTA5 03220,7453,,,3276,0,54,37091,3220
ZCTA5 03221,2190,,,860,4,118,33935,3221
ZCTA5 03222,5855,,,2364,3,175,26982,3222
ZCTA5 03223,3383,,,1664,0,63,29359,3223
ZCTA5 03224,2335,,,1057,2,130,40079,3224
ZCTA5 03225,3670,,,1765,13,126,32280,3225
ZCTA5 03226,995,,,379,10,35,37266,3226
ZCTA5 03227,979,,,385,0,43,35774,3227
ZCTA5 03229,5670,,,2370,0,448,42857,3229
ZCTA5 03230,1280,,,614,13,37,37398,3230
ZCTA5 03231,251,,,89,0,18,34250,3231
ZCTA5 03234,4713,,,2127,28,135,34898,3234
ZCTA5 03235,8698,,,3342,0,119,27784,3235
ZCTA5 03237,2433,,,952,0,49,36910,3237
ZCTA5 03238,125,,,39,0,0,16563,3238
ZCTA5 03240,1220,,,481,0,11,29259,3240
ZCTA5 03241,752,,,256,0,40,35294,3241
ZCTA5 03242,4950,,,1988,0,407,38093,3242
ZCTA5 03243,931,,,404,10,25,37250,3243
ZCTA5 03244,7892,,,2904,15,395,36023,3244
ZCTA5 03245,2180,,,815,0,21,29722,3245
ZCTA5 03246,16324,,,6231,0,372,28756,3246
ZCTA5 03249,7157,,,3175,0,177,39261,3249
ZCTA5 03251,1229,,,464,0,97,30000,3251
ZCTA5 03253,6322,,,2082,0,227,33318,3253
ZCTA5 03254,4095,,,1521,0,181,37310,3254
ZCTA5 03255,1961,,,910,0,81,44023,3255
ZCTA5 03256,2333,,,857,0,49,30412,3256
ZCTA5 03257,4696,,,1235,0,350,30320,3257
ZCTA5 03258,2664,,,1171,0,142,40466,3258
ZCTA5 03259,336,,,131,0,18,38977,3259
ZCTA5 03260,736,,,390,0,43,43750,3260
ZCTA5 03261,4343,,,2186,0,168,40536,3261
ZCTA5 03262,899,,,360,0,47,30333,3262
ZCTA5 03263,4084,,,1355,0,160,31229,3263
ZCTA5 03264,7307,,,2050,0,273,18984,3264
ZCTA5 03266,2209,,,913,10,40,30940,3266
ZCTA5 03268,1134,,,453,0,47,36447,3268
ZCTA5 03269,2976,,,1397,0,78,33546,3269
ZCTA5 03273,398,,,166,0,19,53889,3273
ZCTA5 03275,11542,,,5583,0,254,36998,3275
ZCTA5 03276,8263,,,3633,0,124,29979,3276
ZCTA5 03278,2948,,,1261,0,159,31984,3278
ZCTA5 03279,852,,,340,0,15,26300,3279
ZCTA5 03280,1164,,,533,0,75,41346,3280
ZCTA5 03281,9011,,,4640,15,272,40694,3281
ZCTA5 03282,871,,,305,0,17,29076,3282
ZCTA5 03284,843,,,287,0,37,32875,3284
ZCTA5 03285,2502,,,1082,0,36,33039,3285
ZCTA5 03287,1566,,,763,0,68,40625,3287
ZCTA5 03290,4860,,,2334,17,242,42588,3290
ZCTA5 03291,106,,,27,0,0,25455,3291
ZCTA5 03293,195,,,30,0,4,46250,3293
ZCTA5 03301,33004,,,12559,76,1009,34344,3301
ZCTA5 03303,15834,,,6940,56,407,32794,3303
ZCTA5 03304,7837,,,3466,0,323,48993,3304
ZCTA5 03307,5488,,,2255,0,177,33304,3307
ZCTA5 03431,25463,,,9623,11,1085,30285,3431
ZCTA5 03440,3015,,,1160,0,146,33254,3440
ZCTA5 03441,185,,,65,0,0,22386,3441
ZCTA5 03442,1407,,,619,0,102,36900,3442
ZCTA5 03443,552,,,285,0,0,36990,3443
ZCTA5 03444,1479,,,559,14,138,35820,3444
ZCTA5 03445,765,,,316,0,71,31898,3445
ZCTA5 03446,5940,,,2865,21,258,30577,3446
ZCTA5 03447,2395,,,1006,0,74,30709,3447
ZCTA5 03448,738,,,331,0,20,29677,3448
ZCTA5 03449,1785,,,657,0,196,37238,3449
ZCTA5 03450,921,,,367,0,92,35288,3450
ZCTA5 03451,3966,,,1826,11,146,26751,3451
ZCTA5 03452,5307,,,2147,0,201,28328,3452
ZCTA5 03455,2295,,,1053,0,126,29410,3455
ZCTA5 03456,813,,,309,0,29,29886,3456
ZCTA5 03457,796,,,345,0,25,31637,3457
ZCTA5 03458,6904,,,2773,0,511,41244,3458
ZCTA5 03461,6106,,,2104,8,552,29690,3461
ZCTA5 03462,1345,,,475,0,47,34933,3462
ZCTA5 03464,1054,,,502,0,46,35462,3464
ZCTA5 03465,2015,,,912,0,61,32101,3465
ZCTA5 03466,1698,,,397,0,120,39225,3466
ZCTA5 03467,1685,,,775,0,82,40625,3467
ZCTA5 03470,5126,,,1981,0,217,27156,3470
ZCTA5 03561,5931,,,2678,0,69,26746,3561
ZCTA5 03570,10382,,,2729,0,165,22137,3570
ZCTA5 03574,2568,,,1075,3,99,26394,3574
ZCTA5 03576,2807,,,1082,1,117,27135,3576
ZCTA5 03579,344,,,98,0,30,27188,3579
ZCTA5 03580,1306,,,526,0,34,39402,3580
ZCTA5 03581,3080,,,1424,0,84,33232,3581
ZCTA5 03582,2459,,,848,2,27,24397,3582
ZCTA5 03583,941,,,429,0,27,30281,3583
ZCTA5 03584,3686,,,1309,2,134,29825,3584
ZCTA5 03585,2666,,,1003,0,106,27717,3585
ZCTA5 03586,629,,,224,0,38,40655,3586
ZCTA5 03588,1580,,,707,0,72,30191,3588
ZCTA5 03590,940,,,241,0,41,20077,3590
ZCTA5 03592,1060,,,357,0,35,25858,3592
ZCTA5 03593,422,,,163,0,12,36902,3593
ZCTA5 03595,660,,,261,0,33,27426,3595
ZCTA5 03597,435,,,90,0,14,21806,3597
ZCTA5 03598,3231,,,1199,10,117,25824,3598
ZCTA5 03601,390,,,162,2,8,29250,3601
ZCTA5 03602,2568,,,1005,2,97,30947,3602
ZCTA5 03603,5290,,,1607,30,23,25673,3603
ZCTA5 03604,269,,,41,0,27,59250,3604
ZCTA5 03605,911,,,344,0,57,35592,3605
ZCTA5 03607,440,,,188,0,32,27031,3607
ZCTA5 03608,2926,,,1302,10,123,34233,3608
ZCTA5 03609,680,,,349,0,8,46786,3609
ZCTA5 03740,656,,,224,0,11,32045,3740
ZCTA5 03741,4033,,,2060,21,94,29964,3741
ZCTA5 03743,13676,,,5269,21,182,29710,3743
ZCTA5 03745,1546,,,628,4,81,36776,3745
ZCTA5 03746,267,,,110,0,12,51875,3746
ZCTA5 03748,4864,,,2344,33,160,37425,3748
ZCTA5 03750,879,,,398,0,26,54323,3750
ZCTA5 03751,583,,,245,0,20,28063,3751
ZCTA5 03752,772,,,288,0,47,34181,3752
ZCTA5 03753,2874,,,1358,0,41,51011,3753
ZCTA5 03754,267,,,128,0,0,85884,3754
ZCTA5 03755,10885,,,2077,134,333,31784,3755
ZCTA5 03765,471,,,187,0,11,31118,3765
ZCTA5 03766,9392,,,4110,319,126,42062,3766
ZCTA5 03768,1682,,,580,0,78,43250,3768
ZCTA5 03770,513,,,152,0,30,31250,3770
ZCTA5 03771,927,,,331,2,19,27125,3771
ZCTA5 03773,7658,,,2972,0,155,28599,3773
ZCTA5 03774,2115,,,624,0,152,24321,3774
ZCTA5 03777,1507,,,444,6,33,38482,3777
ZCTA5 03779,807,,,353,2,24,36174,3779
ZCTA5 03780,536,,,207,0,21,32596,3780
ZCTA5 03781,1902,,,833,5,73,42407,3781
ZCTA5 03782,3006,,,1402,0,167,33611,3782
ZCTA5 03784,4004,,,1540,0,131,31994,3784
ZCTA5 03785,2240,,,864,0,62,24341,3785
ZCTA5 03801,22576,,,10035,186,1104,42468,3801
ZCTA5 03809,3660,,,1314,0,112,35345,3809
ZCTA5 03810,1720,,,595,0,89,40160,3810
ZCTA5 03811,6897,,,3555,38,353,44497,3811
ZCTA5 03812,577,,,192,1,75,23967,3812
ZCTA5 03813,2702,,,1008,0,74,31563,3813
ZCTA5 03814,2353,,,931,0,16,25461,3814
ZCTA5 03816,1536,,,484,0,53,27938,3816
ZCTA5 03817,765,,,297,0,0,14197,3817
ZCTA5 03818,3948,,,1418,0,71,29348,3818
ZCTA5 03819,4498,,,2248,0,98,36008,3819
ZCTA5 03820,31367,,,14591,304,730,38252,3820
ZCTA5 03823,1816,,,763,0,62,45787,3823
ZCTA5 03824,16440,,,3907,359,410,25723,3824
ZCTA5 03825,9201,,,4218,0,314,39054,3825
ZCTA5 03826,2309,,,1265,0,90,44580,3826
ZCTA5 03827,3171,,,1235,12,191,42299,3827
ZCTA5 03830,2095,,,780,0,73,29968,3830
ZCTA5 03832,323,,,125,0,39,35833,3832
ZCTA5 03833,22096,,,9194,35,995,42582,3833
ZCTA5 03835,6884,,,3048,102,55,35391,3835
ZCTA5 03836,1353,,,472,2,66,28250,3836
ZCTA5 03837,1305,,,619,0,92,33466,3837
ZCTA5 03838,1184,,,450,0,32,27132,3838
ZCTA5 03839,3938,,,1633,0,45,32455,3839
ZCTA5 03840,3941,,,1788,34,147,49282,3840
ZCTA5 03841,6437,,,2880,7,277,41705,3841
ZCTA5 03842,15412,,,7447,15,440,42660,3842
ZCTA5 03844,2344,,,1154,0,183,58333,3844
ZCTA5 03845,1056,,,470,0,34,26868,3845
ZCTA5 03846,966,,,395,0,70,36293,3846
ZCTA5 03847,337,,,288,0,0,53294,3847
ZCTA5 03848,6190,,,3045,12,208,43450,3848
ZCTA5 03849,1462,,,677,0,66,29076,3849
ZCTA5 03850,275,,,103,0,0,26466,3850
ZCTA5 03851,4072,,,1849,8,101,31657,3851
ZCTA5 03852,571,,,206,0,0,23750,3852
ZCTA5 03853,538,,,128,0,4,27225,3853
ZCTA5 03854,780,,,240,0,63,54792,3854
ZCTA5 03855,2699,,,1109,0,47,34929,3855
ZCTA5 03856,1670,,,797,16,82,50441,3856
ZCTA5 03857,9064,,,4699,56,214,36992,3857
ZCTA5 03858,4886,,,2396,0,153,47770,3858
ZCTA5 03860,4395,,,1835,0,205,39217,3860
ZCTA5 03861,4424,,,1927,24,136,44777,3861
ZCTA5 03862,4465,,,1989,8,163,42410,3862
ZCTA5 03864,1801,,,494,0,40,27019,3864
ZCTA5 03865,7677,,,3692,0,263,40729,3865
ZCTA5 03867,21519,,,8371,350,484,30601,3867
ZCTA5 03868,5204,,,1884,15,80,31667,3868
ZCTA5 03869,2479,,,1260,0,56,36858,3869
ZCTA5 03870,5319,,,1878,0,488,50020,3870
ZCTA5 03872,3301,,,1468,0,55,29645,3872
ZCTA5 03873,6194,,,3425,0,160,41751,3873
ZCTA5 03874,8868,,,4098,0,171,31722,3874
ZCTA5 03875,1067,,,410,0,89,34541,3875
ZCTA5 03878,11959,,,5118,101,61,31128,3878
ZCTA5 03882,1537,,,612,0,39,31134,3882
ZCTA5 03883,117,,,14,0,0,26250,3883
ZCTA5 03884,3896,,,1787,0,165,36714,3884
ZCTA5 03885,7387,,,3330,0,390,49319,3885
ZCTA5 03886,2070,,,936,0,43,22967,3886
ZCTA5 03887,2097,,,951,6,38,31272,3887
ZCTA5 03890,149,,,51,0,11,19865,3890
ZCTA5 03894,6212,,,2424,0,177,33791,3894
ZCTA5 03901,7620,,,3537,57,161,39440,3901
ZCTA5 03902,2593,,,1159,0,96,42141,3902
ZCTA5 03903,6484,,,2935,37,186,36088,3903
ZCTA5 03904,7860,,,3053,37,220,37561,3904
ZCTA5 03905,1866,,,816,16,105,49461,3905
ZCTA5 03906,4712,,,1817,9,184,31567,3906
ZCTA5 03907,1163,,,360,10,90,39297,3907
ZCTA5 03908,7420,,,3677,80,105,40467,3908
ZCTA5 03909,9997,,,4222,17,527,43907,3909
ZCTA5 03910,294,,,195,0,0,24547,3910
ZCTA5 04001,2565,,,1141,8,23,27847,4001
ZCTA5 04002,7530,,,2776,50,267,28942,4002
ZCTA5 04003,324,,,97,0,6,43534,4003
ZCTA5 04005,23345,,,9670,25,453,26537,4005
ZCTA5 04006,154,,,69,0,0,33958,4006
ZCTA5 04008,2844,,,1266,0,64,31053,4008
ZCTA5 04009,5306,,,2116,0,56,22758,4009
ZCTA5 04010,1410,,,554,0,68,27617,4010
ZCTA5 04011,20534,,,7473,7,671,30599,4011
ZCTA5 04015,3824,,,1470,0,254,30404,4015
ZCTA5 04017,415,,,118,0,20,35000,4017
ZCTA5 04019,23,,,0,0,13,91250,4019
ZCTA5 04020,1278,,,470,0,32,25684,4020
ZCTA5 04021,6483,,,3144,0,136,50609,4021
ZCTA5 04022,1257,,,462,0,22,26098,4022
ZCTA5 04024,563,,,226,0,2,28155,4024
ZCTA5 04027,6230,,,2484,61,123,27113,4027
ZCTA5 04029,1598,,,685,0,56,30816,4029
ZCTA5 04030,2654,,,1167,0,149,37485,4030
ZCTA5 04032,8387,,,3494,0,514,35734,4032
ZCTA5 04037,3814,,,1448,2,130,19741,4037
ZCTA5 04038,17307,,,7647,28,482,35848,4038
ZCTA5 04039,7562,,,3771,0,234,34672,4039
ZCTA5 04040,3191,,,1189,0,124,26165,4040
ZCTA5 04041,1739,,,570,0,35,24128,4041
ZCTA5 04042,4553,,,2296,0,126,34974,4042
ZCTA5 04043,11343,,,4544,18,510,37405,4043
ZCTA5 04046,7818,,,3263,0,336,34149,4046
ZCTA5 04047,1899,,,711,0,88,27482,4047
ZCTA5 04048,3005,,,1173,6,86,27514,4048
ZCTA5 04049,3727,,,1369,0,84,30525,4049
ZCTA5 04050,282,,,60,0,10,38125,4050
ZCTA5 04051,1071,,,391,0,31,25551,4051
ZCTA5 04055,3920,,,1717,0,147,33534,4055
ZCTA5 04056,345,,,112,0,0,25625,4056
ZCTA5 04057,63,,,10,0,0,8359,4057
ZCTA5 04061,2978,,,1468,0,27,35942,4061
ZCTA5 04062,18270,,,8373,0,593,35947,4062
ZCTA5 04063,482,,,193,0,7,22194,4063
ZCTA5 04064,8327,,,3571,44,336,29731,4064
ZCTA5 04066,687,,,184,0,73,51250,4066
ZCTA5 04068,1548,,,550,0,27,19489,4068
ZCTA5 04069,1677,,,802,0,73,36708,4069
ZCTA5 04071,5152,,,2424,19,172,39038,4071
ZCTA5 04072,19342,,,9041,25,410,34387,4072
ZCTA5 04073,16302,,,6203,87,327,27993,4073
ZCTA5 04074,19713,,,8444,58,976,40700,4074
ZCTA5 04076,2710,,,1240,5,45,34250,4076
ZCTA5 04079,3868,,,1464,0,148,38962,4079
ZCTA5 04083,4665,,,1639,18,169,28428,4083
ZCTA5 04084,7766,,,3313,4,266,31536,4084
ZCTA5 04085,2307,,,917,0,179,42290,4085
ZCTA5 04086,8763,,,3785,0,236,40045,4086
ZCTA5 04087,2171,,,602,0,130,25352,4087
ZCTA5 04088,1363,,,483,0,41,25625,4088
ZCTA5 04090,10235,,,3981,0,266,33367,4090
ZCTA5 04091,907,,,314,4,19,22731,4091
ZCTA5 04092,18417,,,8366,324,394,31907,4092
ZCTA5 04093,8202,,,3961,35,213,34557,4093
ZCTA5 04095,1181,,,482,0,49,29549,4095
ZCTA5 04096,8501,,,3190,0,451,39527,4096
ZCTA5 04097,3766,,,1818,0,166,48673,4097
ZCTA5 04101,17252,,,4870,452,849,27965,4101
ZCTA5 04102,17494,,,6372,242,728,31680,4102
ZCTA5 04103,30970,,,13827,255,980,37083,4103
ZCTA5 04105,11806,,,4936,42,516,53122,4105
ZCTA5 04106,25823,,,11179,418,787,31824,4106
ZCTA5 04107,9102,,,3657,0,673,55156,4107
ZCTA5 04108,896,,,172,12,77,40556,4108
ZCTA5 04110,1372,,,538,0,156,63917,4110
ZCTA5 04210,23064,,,9110,43,513,31327,4210
ZCTA5 04216,371,,,129,0,5,27684,4216
ZCTA5 04217,3279,,,1173,0,121,25549,4217
ZCTA5 04219,1640,,,734,4,23,24018,4219
ZCTA5 04220,3085,,,1443,11,68,31229,4220
ZCTA5 04221,928,,,358,0,8,22981,4221
ZCTA5 04222,3931,,,1855,0,205,38233,4222
ZCTA5 04224,2493,,,739,0,26,18805,4224
ZCTA5 04226,197,,,67,0,13,32321,4226
ZCTA5 04227,130,,,37,0,0,11204,4227
ZCTA5 04231,279,,,104,9,2,24803,4231
ZCTA5 04234,63,,,9,0,0,31290,4234
ZCTA5 04236,4362,,,1966,0,98,33145,4236
ZCTA5 04237,175,,,64,0,19,29286,4237
ZCTA5 04238,1775,,,646,0,33,22643,4238
ZCTA5 04239,4659,,,2061,0,52,26809,4239
ZCTA5 04240,36097,,,12529,34,648,25446,4240
ZCTA5 04250,4050,,,1834,0,84,29444,4250
ZCTA5 04252,4846,,,2064,0,29,30025,4252
ZCTA5 04253,2082,,,828,0,28,27670,4253
ZCTA5 04254,3143,,,900,0,53,20641,4254
ZCTA5 04255,625,,,253,3,41,27450,4255
ZCTA5 04256,2935,,,1182,0,53,30156,4256
ZCTA5 04257,2617,,,880,0,40,22267,4257
ZCTA5 04258,2580,,,1108,0,107,33444,4258
ZCTA5 04259,3208,,,1182,0,54,27279,4259
ZCTA5 04260,5723,,,2843,6,277,37976,4260
ZCTA5 04261,402,,,152,0,8,26938,4261
ZCTA5 04263,2233,,,889,0,58,31160,4263
ZCTA5 04265,1022,,,456,0,29,29457,4265
ZCTA5 04267,62,,,23,0,0,30227,4267
ZCTA5 04268,4969,,,1887,18,67,25365,4268
ZCTA5 04270,6274,,,2092,46,152,26829,4270
ZCTA5 04274,5605,,,2294,0,117,30158,4274
ZCTA5 04275,374,,,124,0,3,19143,4275
ZCTA5 04276,5705,,,1875,0,32,21667,4276
ZCTA5 04280,6744,,,2517,0,124,33947,4280
ZCTA5 04281,5131,,,1445,0,0,20390,4281
ZCTA5 04282,5772,,,2631,0,49,33411,4282
ZCTA5 04284,974,,,351,0,35,35313,4284
ZCTA5 04285,369,,,133,0,6,24688,4285
ZCTA5 04287,3235,,,1525,0,43,29122,4287
ZCTA5 04289,2259,,,693,0,62,23185,4289
ZCTA5 04290,1443,,,563,0,32,26063,4290
ZCTA5 04292,1034,,,362,0,19,23295,4292
ZCTA5 04294,4005,,,1447,5,71,24826,4294
ZCTA5 04330,25687,,,9704,6,512,27043,4330
ZCTA5 04342,1891,,,779,0,29,31951,4342
ZCTA5 04344,2916,,,1427,0,30,33907,4344
ZCTA5 04345,11440,,,4545,5,212,31548,4345
ZCTA5 04346,1996,,,849,0,0,26747,4346
ZCTA5 04347,2506,,,924,0,97,31157,4347
ZCTA5 04348,2981,,,1129,0,112,27542,4348
ZCTA5 04349,1049,,,502,0,6,33472,4349
ZCTA5 04350,3622,,,1614,9,144,36106,4350
ZCTA5 04351,2547,,,1059,0,77,36587,4351
ZCTA5 04352,1489,,,598,0,27,30608,4352
ZCTA5 04353,2363,,,837,0,87,25276,4353
ZCTA5 04354,1462,,,571,0,16,30988,4354
ZCTA5 04355,2553,,,965,0,116,36510,4355
ZCTA5 04357,3378,,,1361,9,83,27124,4357
ZCTA5 04358,4162,,,1576,0,138,34471,4358
ZCTA5 04360,494,,,172,0,42,23382,4360
ZCTA5 04363,2572,,,1049,0,32,27427,4363
ZCTA5 04364,5917,,,2390,0,259,30000,4364
ZCTA5 04401,44572,,,16393,256,911,27536,4401
ZCTA5 04406,624,,,252,0,17,23580,4406
ZCTA5 04408,139,,,42,0,17,26667,4408
ZCTA5 04410,1150,,,409,0,10,22222,4410
ZCTA5 04411,1570,,,718,0,29,30526,4411
ZCTA5 04412,9123,,,3866,19,194,28769,4412
ZCTA5 04413,199,,,31,0,0,17857,4413
ZCTA5 04414,1273,,,325,0,10,22891,4414
ZCTA5 04415,269,,,98,0,0,19453,4415
ZCTA5 04416,5497,,,1590,21,26,23476,4416
ZCTA5 04417,334,,,92,0,0,17721,4417
ZCTA5 04418,1727,,,570,0,12,23802,4418
ZCTA5 04419,2789,,,1266,0,41,31421,4419
ZCTA5 04421,1214,,,183,0,57,9526,4421
ZCTA5 04422,1409,,,490,0,17,25601,4422
ZCTA5 04424,785,,,145,0,5,16335,4424
ZCTA5 04426,4546,,,1248,0,122,25783,4426
